belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,collection_id,collection_name,collection_poster_path,production_companies_names,production_countries_names,release_year,return
"{'id': 164394, 'name': 'If These Walls Could Talk Collection', 'poster_path': '/5wSm1oLALhweqGpOWXjV14dJucP.jpg', 'backdrop_path': '/tcX8RszOuTf0QJ34zI2oKXSURwq.jpg'}",0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",35203,en,"If These Walls Could Talk follows the plights of three different women and their experiences with abortion. Each of the three stories takes place in the same house in three different years: 1952, 1974, and 1996.",1.632083,"[{'name': 'HBO Films', 'id': 7429}, {'name': 'Moving Pictures', 'id': 15888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-13,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Changing times, intimate decisions, and the four walls that hold their secrets.",If These Walls Could Talk,5.5,13.0,164394.0,If These Walls Could Talk Collection,/5wSm1oLALhweqGpOWXjV14dJucP.jpg,"HBO Films, Moving Pictures",United States of America,1996,0.0
"{'id': 126209, 'name': 'Halloween (Rob Zombie Series) Collection', 'poster_path': '/eFfRMP387MTJ4jl0gcE5jvS9XXN.jpg', 'backdrop_path': '/tXXPOkcFLcDiJ4OU5SOU3JnhQrg.jpg'}",15000000.0,"[{'id': 27, 'name': 'Horror'}]",24150,en,"Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",7.490807,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Spectacle Entertainment Group', 'id': 10370}, {'name': 'Trancas International Films', 'id': 15822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-28,39421467.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Family Is Forever,Halloween II,5.1,273.0,126209.0,Halloween (Rob Zombie Series) Collection,/eFfRMP387MTJ4jl0gcE5jvS9XXN.jpg,"Dimension Films, Spectacle Entertainment Group, Trancas International Films",United States of America,2009,2.6280978
"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",5060,en,"The sinister Dr Watt has an evil scheme going. He's kidnapping beautiful young women and turning them into mannequins to sell to local stores. Fortunately for Dr Watt, Detective-Sergeant Bung is on the case, and he doesn't have a clue! In this send up of the Hammer Horror movies, there are send-ups of all the horror greats from Frankenstein to Dr Jekyl and Mr Hyde.",6.933646,"[{'name': 'Peter Rogers Productions', 'id': 10265}, {'name': 'Anglo-Amalgamated Film Distributors', 'id': 10329}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1966-05-20,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Carry On Screaming with the Hilarious CARRY ON Gang!!,Carry On Screaming,7.0,33.0,37261.0,The Carry On Collection,/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg,"Peter Rogers Productions, Anglo-Amalgamated Film Distributors",United Kingdom,1966,0.0
"{'id': 152544, 'name': 'Green Street Hooligans Collection', 'poster_path': '/5m29SVW5zag4M6MC1HeqR8cAYzS.jpg', 'backdrop_path': '/5PeOE350cbNuCH6KD70YoX9V1dZ.jpg'}",8000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",15809,en,"When the top players of the Green Street Elite are imprisoned following a deadly battle with their archenemies Millwall every day becomes a fight for survival. On the inside, rival firms and prison guards will stop at nothing to make their lives a living hell, leaving the lads with no choice but to stand their ground and fight. Find out what happens when the two most fearsome and notorious firms",4.691962,"[{'name': 'Odd Lot Entertainment', 'id': 3263}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-23,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Stand Your Ground,Green Street Hooligans 2,5.0,82.0,152544.0,Green Street Hooligans Collection,/5m29SVW5zag4M6MC1HeqR8cAYzS.jpg,Odd Lot Entertainment,United States of America,2009,0.0
"{'id': 8864, 'name': 'Final Destination Collection', 'poster_path': '/mZUyhsfIthTl5rfdeSox702Ircr.jpg', 'backdrop_path': '/y3aWOInifbGKXM34KjtcMITrZRZ.jpg'}",40000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",19912,en,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8.805723,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Practical Pictures', 'id': 48788}, {'name': 'Parallel Zide', 'id': 48792}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-26,186167139.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rest In Pieces,The Final Destination,5.4,851.0,8864.0,Final Destination Collection,/mZUyhsfIthTl5rfdeSox702Ircr.jpg,"New Line Cinema, Practical Pictures, Parallel Zide",United States of America,2009,4.654178475
"{'id': 177467, 'name': 'Cloudy with a Chance of Meatballs Collection', 'poster_path': '/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg', 'backdrop_path': '/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg'}",100000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22794,en,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",11.665693,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-17,242988466.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1799.0,177467.0,Cloudy with a Chance of Meatballs Collection,/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg,"Columbia Pictures, Sony Pictures Animation",United States of America,2009,2.42988466
"{'id': 8917, 'name': 'Hellraiser Collection', 'poster_path': '/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg', 'backdrop_path': '/uaEUgCqB6lGkvM4Wy5blNwLJdfa.jpg'}",4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",17455,en,"In London, after investigating crack addicted junkies for an article in her newspaper, Amy Klein watches a bizarre videotape where an underground group of youngsters in Bucharest apparently becoming zombies. Amy finds Marla dead with a puzzle cube in her hands. She brings the object to her hotel room, and opens it, beginning her journey to hell.",4.550477,"[{'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Neo Art & Logic', 'id': 2811}, {'name': 'Stan Winston Productions', 'id': 3121}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-07,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Latest. Most Terrifying Evil.,Hellraiser: Deader,4.4,69.0,8917.0,Hellraiser Collection,/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg,"Castel Film Romania, Neo Art & Logic, Stan Winston Productions, Dimension Films","Romania, United States of America",2005,0.0
"{'id': 8917, 'name': 'Hellraiser Collection', 'poster_path': '/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg', 'backdrop_path': '/uaEUgCqB6lGkvM4Wy5blNwLJdfa.jpg'}",5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",12699,en,Pinhead returns to terrorize computer hackers who have opened a virtual Lament Configuration on the website Hellworld.com.,5.168183,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Neo Art & Logic', 'id': 2811}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-06,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Burning With Evil.,Hellraiser: Hellworld,4.1,63.0,8917.0,Hellraiser Collection,/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg,"Miramax Films, Castel Film Romania, Neo Art & Logic, Dimension Films","Romania, United States of America",2005,0.0
"{'id': 41437, 'name': 'Paranormal Activity Collection', 'poster_path': '/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg', 'backdrop_path': '/hZMiAPeINRH0M2X1PBEgn6YdULy.jpg'}",15000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",23827,en,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",12.706424,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Solana Films', 'id': 21223}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-14,193355800.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What Happens When You Sleep?,Paranormal Activity,5.9,1351.0,41437.0,Paranormal Activity Collection,/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg,"Blumhouse Productions, Solana Films",United States of America,2007,12890.386666666667
"{'id': 190135, 'name': 'Love Hina Collection', 'poster_path': '/U80lKUQt80eQPwOpKoHKcNHbpj.jpg', 'backdrop_path': '/4JAfHEwcc2FlOmACQ7Xc9OPv5fV.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",44685,ja,"The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back.",1.785708,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Xebec', 'id': 5937}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2001-03-31,0.0,48.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Spring break... Love Hina Style!!,Love Hina Spring Special - I Wish Your Dream,4.7,3.0,190135.0,Love Hina Collection,/U80lKUQt80eQPwOpKoHKcNHbpj.jpg,"TV Tokyo, Xebec",Japan,2001,0.0
"{'id': 378025, 'name': 'Die Fritz Lang Indien-Edition', 'poster_path': '/oj8jmNSLqt5VQ1EtYlGtxZH3ue6.jpg', 'backdrop_path': '/j8ReUIauao93spNIC3SqruD3Noo.jpg'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",71041,de,"In Eschnapur, a German architect saves the life of the Maharajah's favorite temple dancer and becomes Maharajah's friend but their friendship is tested when the architect and the dancer fall in-love, triggering the Maharajah's vengeful ire.",1.455458,"[{'name': 'Regina Films', 'id': 1724}, {'name': 'Rizzoli Film', 'id': 12778}, {'name': 'Central Cinema Company Film (CCC)', 'id': 18908}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1959-01-22,0.0,101.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Der deutsche Millionen-Film!,The Tiger of Eschnapur,5.7,18.0,378025.0,Die Fritz Lang Indien-Edition,/oj8jmNSLqt5VQ1EtYlGtxZH3ue6.jpg,"Regina Films, Rizzoli Film, Central Cinema Company Film (CCC)",Germany,1959,0.0
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",11000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",22804,en,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",17.360894,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Twisted Pictures', 'id': 2061}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-22,68233629.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Game Has Come Full Circle,Saw VI,6.0,755.0,656.0,Saw Collection,/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg,"Lionsgate, Twisted Pictures","Australia, Canada, United Kingdom, United States of America",2009,6.203057181818182
"{'id': 87186, 'name': 'The Boondock Saints Collection', 'poster_path': '/u4hp2I1DgWw2ZnkX2VTZDixGP87.jpg', 'backdrop_path': '/kdxXEiS3sDB7pvQapiqiTRbwkKr.jpg'}",8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",22821,en,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",8.051448,"[{'name': 'Chris Brinker Productions', 'id': 2461}, {'name': 'Stage 6 Films', 'id': 11341}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-24,10629321.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,5.8,264.0,87186.0,The Boondock Saints Collection,/u4hp2I1DgWw2ZnkX2VTZDixGP87.jpg,"Chris Brinker Productions, Stage 6 Films",United States of America,2009,1.328665125
"{'id': 378025, 'name': 'Die Fritz Lang Indien-Edition', 'poster_path': '/oj8jmNSLqt5VQ1EtYlGtxZH3ue6.jpg', 'backdrop_path': '/j8ReUIauao93spNIC3SqruD3Noo.jpg'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",70555,de,"Seetha and Harold Berger are rescued from the desert by a caravan and brought to a small village. However, the greedy owner of the house where they are lodged betrays the law of hospitality and reveals their location to Prince Ramigani. The couple tries to escape but is hunted and captured by Ramigani and his men. Meanwhile Irene Rhode and her husband Walter Rhode suspect that Maharaja Chandra is not telling the truth about Harold's destiny. The conspirator Ramigani forces Seetha to accept to get married with Chandra to provoke the wrath of the priests and get the alliance of Prince Padhu and his army. In the meantime, Harold succeeds in escaping from the dungeon and seeks out Seetha to save her.",1.277919,"[{'name': 'Critérion Film', 'id': 10563}, {'name': 'Rizzoli Film', 'id': 12778}, {'name': 'Central Cinema Company Film (CCC)', 'id': 18908}, {'name': 'Regina Productions', 'id': 44507}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1959-01-22,0.0,97.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Der deutsche Millionen-Film!,The Indian Tomb,5.9,17.0,378025.0,Die Fritz Lang Indien-Edition,/oj8jmNSLqt5VQ1EtYlGtxZH3ue6.jpg,"Critérion Film, Rizzoli Film, Central Cinema Company Film (CCC), Regina Productions",Germany,1959,0.0
"{'id': 91697, 'name': 'Battlestar Galactica (Reboot) Collection', 'poster_path': '/yB7QLUglaZSCFtC30emJEqfGuWi.jpg', 'backdrop_path': '/1ynqKxPc4sgDdweAItGt4QLDWkS.jpg'}",0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",105077,en,"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.",6.190967,"[{'name': 'David Eick Productions', 'id': 3585}, {'name': 'R&D TV', 'id': 7534}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-27,0.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They have a plan!,Battlestar Galactica: The Plan,6.6,145.0,91697.0,Battlestar Galactica (Reboot) Collection,/yB7QLUglaZSCFtC30emJEqfGuWi.jpg,"David Eick Productions, R&D TV",United States of America,2009,0.0
"{'id': 33514, 'name': 'The Twilight Collection', 'poster_path': '/2o4zgGjVryMOPdNqLZWsSPqRkOH.jpg', 'backdrop_path': '/rv5b06YAvmekw0D6Ul2ps9JbH4C.jpg'}",50000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18239,en,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",30.121292,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Imprint Entertainment', 'id': 5218}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Temple Hill Entertainment', 'id': 12292}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-15,709827462.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Next Chapter Begins.,The Twilight Saga: New Moon,5.6,2518.0,33514.0,The Twilight Collection,/2o4zgGjVryMOPdNqLZWsSPqRkOH.jpg,"Summit Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment, Temple Hill Entertainment",United States of America,2009,14.19654924
"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/nslJVsO58Etqkk17oXMuVK4gNOF.jpg', 'backdrop_path': '/9s4BM48NweGFrIRE6haIul0YJ9f.jpg'}",237000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",19995,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185.070892,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Lightstorm Entertainment', 'id': 574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-12-10,2787965087.0,162.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter the World of Pandora.,Avatar,7.2,12114.0,87096.0,Avatar Collection,/nslJVsO58Etqkk17oXMuVK4gNOF.jpg,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Lightstorm Entertainment","United States of America, United Kingdom",2009,11.763565767932487
"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10528,en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",15.68604,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Internationale Filmproduktion Blackbird Dritte', 'id': 19855}, {'name': 'Wigram Productions', 'id': 23202}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-23,524028679.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Nothing escapes him.,Sherlock Holmes,7.0,5883.0,102322.0,Sherlock Holmes Collection,/bsUN9Ph1nUituteKWOhPQGguNXt.jpg,"Village Roadshow Pictures, Silver Pictures, Warner Bros., Internationale Filmproduktion Blackbird Dritte, Wigram Productions","Germany, United Kingdom, United States of America",2009,5.822540877777778
